size smiles jnk3 sa qed sa max_or_val 
35 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(F)c(F)c4)cc3)nc1-2 0.6 0.7905992398400835 0.4456259810677367 0.7905992398400835 1
32 CC1(C)Cc2cnc(Nc3ccc(-c4ccc(Cl)cc4)cc3)nc2-c2[nH]nc(C(N)=O)c21 0.59 0.8024382322481082 0.4159161804261905 0.8024382322481082 1
34 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4cccc(F)c4)cc3)nc1-2 0.59 0.796798895713682 0.468147550149502 0.796798895713682 0
33 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(-c4cccc(Cl)c4)cc3)ncc1CC2(C)C 0.59 0.7986522356505537 0.4540319848859527 0.7986522356505537 0
35 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(-c4ccc(F)c(F)c4)cc3)nc1-2 0.6 0.7905992398400835 0.4456259810677367 0.7905992398400835 0
32 CC1(C)Cc2cnc(Nc3ccc(-c4ccc(Cl)cc4)cc3)nc2-c2[nH]nc(C(N)=O)c21 0.59 0.8024382322481082 0.4159161804261905 0.8024382322481082 0
30 COc1cc2ncnc(Nc3ccc(C(=O)Nc4ccccc4)cc3)c2cc1OC 0.74 0.8961191540399948 0.4903132997763833 0.8961191540399948 1
27 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OC 0.66 0.9014347113699396 0.5410779165019278 0.9014347113699396 1
23 COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.59 0.9036979117830162 0.7788137840520667 0.9036979117830162 1
30 COc1cc2ncnc(Nc3ccc(C(=O)Nc4ccccc4)cc3)c2cc1OC 0.74 0.8961191540399948 0.4903132997763833 0.8961191540399948 0
23 COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.59 0.9036979117830162 0.7788137840520667 0.9036979117830162 0
28 COc1cc2ncnc(Nc3cccc(Nc4ccccc4)c3)c2cc1OC 0.54 0.8875336207410466 0.48872825953586724 0.8875336207410466 0
27 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OC 0.66 0.9014347113699396 0.5410779165019278 0.9014347113699396 0
22 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC 0.58 0.9025176733772958 0.7869935859921958 0.9025176733772958 0
33 COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1Oc1ccccc1 0.8 0.8796817641865337 0.29785509022590684 0.8796817641865337 1
30 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC 0.78 0.8960795430762458 0.4903132997763833 0.8960795430762458 1
33 COCCOc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OC 0.67 0.8765104500839696 0.3626699232484554 0.8765104500839696 0
29 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1F 0.62 0.8914590868639422 0.514874199496982 0.8914590868639422 0
30 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC 0.78 0.8960795430762458 0.4903132997763833 0.8960795430762458 0
35 COc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OCc1ccccc1 0.71 0.881173207356084 0.2677341273569349 0.881173207356084 0
34 COCCCOc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OC 0.65 0.8718833751231614 0.3212101509687925 0.8718833751231614 0
29 COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1Cl 0.6 0.8925319806368357 0.4724421636336963 0.8925319806368357 0
32 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC(C)C 0.69 0.8786641170656319 0.4087218752301554 0.8786641170656319 0
33 COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1Oc1ccccc1 0.8 0.8796817641865337 0.29785509022590684 0.8796817641865337 0
32 COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OC(C)C 0.69 0.8786641170656319 0.4087218752301554 0.8786641170656319 0
35 COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1Oc1ccccc1 0.74 0.8794011343394812 0.2900235963050635 0.8794011343394812 0
35 COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1Oc1ccccc1 0.74 0.8794011343394812 0.2900235963050635 0.8794011343394812 0
28 Clc1ccccc1Nc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1Cl 0.84 0.8919249903470505 0.3763679210200952 0.8919249903470505 1
34 Fc1ccccc1-c1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)c1 0.81 0.8478129726367588 0.35172611117348235 0.8478129726367588 0
28 Clc1ccccc1Nc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1Cl 0.84 0.8919249903470505 0.3763679210200952 0.8919249903470505 0
32 Clc1cnc(Nc2ccc(N3CCCC3)cc2)nc1Oc1cccc(-c2ccccc2)c1 0.77 0.8661815787801186 0.3504123805013418 0.8661815787801186 0
34 Clc1ccccc1-c1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)c1 0.83 0.8475412803290665 0.3180807348395411 0.8475412803290665 0
31 Clc1cnc(Nc2ccc(N3CCC3)cc2)nc1Oc1cccc(-c2ccccc2)c1 0.76 0.8691103520840014 0.3773743577059652 0.8691103520840014 0
35 Clc1cccc(-c2cccc(Nc3nc(Nc4ccc(Nc5ccccc5)cc4)ncc3Cl)c2)c1 0.8 0.8664220454671886 0.20956880774944134 0.8664220454671886 0
32 Fc1ccccc1-c1cccc(Oc2nc(Nc3ccc(N4CCC4)cc3)ncc2Cl)c1 0.79 0.8579519762377826 0.35761616524834394 0.8579519762377826 0
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.72 0.8697025609836433 0.5984951375617662 0.8697025609836433 1
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.72 0.8697025609836433 0.5984951375617662 0.8697025609836433 0
23 COc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1 0.42 0.890480346994863 0.5723518966867642 0.890480346994863 1
28 COc1ccc(-c2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2)cc1 0.74 0.8551439871598174 0.3936291276865794 0.8551439871598174 1
23 COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.8686516139631889 0.5812888866669049 0.8686516139631889 1
23 COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.8686516139631889 0.5812888866669049 0.8686516139631889 0
29 COc1ccc(-c2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1 0.61 0.8654764477975819 0.4347806198051953 0.8654764477975819 0
28 COc1ccc(-c2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2)cc1 0.74 0.8551439871598174 0.3936291276865794 0.8551439871598174 0
32 c1ccc(Nc2ccc(-c3cnc4c(-c5ccc6ncccc6c5)cnn4c3)cc2)cc1 0.61 0.8547463982807932 0.3655538134548754 0.8547463982807932 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21 0.74 0.7496337533497524 0.615773915242391 0.7496337533497524 1
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21 0.74 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21 0.74 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21 0.74 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21 0.74 0.7496337533497524 0.615773915242391 0.7496337533497524 0
23 Cc1ccccc1Nc1nc(Nc2ccc(Br)cc2)ncc1C 0.61 0.8893804292655337 0.6515637451844638 0.8893804292655337 1
25 COc1ccc(-c2ccc(Nc3nccc(NC4CC4)n3)cc2)cc1 0.59 0.8918002080398509 0.6972648162888068 0.8918002080398509 1
28 COc1ccccc1Nc1nc(Nc2ccc(N3CCC3)cc2)ncc1OC 0.72 0.8740834921884792 0.6395159452461648 0.8740834921884792 1
31 COc1ccccc1Nc1nc(Nc2ccc(-c3cccc(F)c3)cc2)ncc1OC 0.77 0.872952579941614 0.3976145834752904 0.872952579941614 1
30 COc1cnc(Nc2ccc(-c3ccc(F)cc3)cc2)nc1Nc1ccc(F)cc1 0.69 0.8811653078861484 0.4178837521453329 0.8811653078861484 1
29 Fc1ccc(Nc2nc(Nc3ccc(-c4ccc(F)cc4)cc3)ncc2F)cc1 0.66 0.8870502956551509 0.43421419155583985 0.8870502956551509 1
31 Cc1ccccc1Nc1nc(Nc2ccc(-c3cc(C)c(F)c(C)c3)cc2)ncc1F 0.66 0.8546622924513265 0.37415379150637285 0.8546622924513265 0
23 Cc1ccccc1Nc1nc(Nc2ccc(Br)cc2)ncc1C 0.61 0.8893804292655337 0.6515637451844638 0.8893804292655337 0
25 COc1ccc(-c2ccc(Nc3nccc(NC4CC4)n3)cc2)cc1 0.59 0.8918002080398509 0.6972648162888068 0.8918002080398509 0
28 Cc1ccccc1NC(=O)c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.57 0.8818611488836358 0.5483048706244383 0.8818611488836358 0
29 COc1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1F 0.75 0.8687570097253943 0.6548062296335401 0.8687570097253943 0
31 COc1ccccc1Nc1nc(Nc2ccc(-c3ccccc3F)cc2)ncc1OC 0.67 0.8739826654116994 0.3976145834752904 0.8739826654116994 0
27 COc1ccccc1Oc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.64 0.8763449128529746 0.5813658155234047 0.8763449128529746 0
28 COC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(NC4CC4)n3)cc2)CC1 0.6 0.854332495037482 0.7930896417694879 0.854332495037482 0
28 COc1ccccc1Nc1nc(Nc2ccc(N3CCC3)cc2)ncc1OC 0.72 0.8740834921884792 0.6395159452461648 0.8740834921884792 0
29 COc1ccccc1Nc1nc(Nc2ccc(N3CCCCC3)cc2)ncc1F 0.67 0.874589950901865 0.6073966926491022 0.874589950901865 0
31 COc1ccccc1Nc1nc(Nc2ccc(-c3cccc(F)c3)cc2)ncc1OC 0.77 0.872952579941614 0.3976145834752904 0.872952579941614 0
28 CN(C)S(=O)(=O)c1ccc(Nc2ncc(F)c(Nc3ccc(F)cc3)n2)cc1 0.58 0.8712729289625312 0.6528596307660365 0.8712729289625312 0
31 COc1cnc(Nc2ccc(Oc3ccc(N)cc3)cc2)nc1Nc1ccc(F)cc1 0.64 0.8685643748134088 0.34252031524682147 0.8685643748134088 0
30 COc1cnc(Nc2ccc(-c3ccc(F)cc3)cc2)nc1Nc1ccc(F)cc1 0.69 0.8811653078861484 0.4178837521453329 0.8811653078861484 0
29 COc1cnc(Nc2ccc(-c3ccccn3)cc2)nc1Nc1ccc(F)cc1 0.63 0.8733215346122721 0.47533575002566353 0.8733215346122721 0
32 COc1cccc(Nc2ccc(Nc3ncc(OC)c(Nc4ccc(F)cc4)n3)cc2)c1 0.69 0.8697097926149537 0.3221849727171756 0.8697097926149537 0
30 COc1cnc(Nc2ccc(Oc3ccccc3)cc2)nc1Nc1ccc(F)cc1 0.61 0.8826189108923378 0.4008856118996727 0.8826189108923378 0
32 CCS(=O)(=O)N1CCN(c2ccc(Nc3nc(Nc4ccccc4)ncc3F)cc2)CC1 0.52 0.854322311045565 0.5616454256460058 0.854322311045565 0
29 CC1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc(F)cc4)n3)cc2)CC1 0.66 0.868049379904235 0.5992535357198767 0.868049379904235 0
32 CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4)n3)cc2)CC1 0.52 0.854322311045565 0.5616454256460058 0.854322311045565 0
36 O=S(=O)(c1ccccc1)N1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4)n3)cc2)CC1 0.54 0.8611753150657382 0.37975708973485856 0.8611753150657382 0
31 CS(=O)(=O)N1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4)n3)cc2)CC1 0.57 0.8615025847433042 0.6059166680689967 0.8615025847433042 0
25 CN(C)c1ccc(Nc2ncc(F)c(Nc3ccc(F)cc3)n2)cc1 0.61 0.8803191174923509 0.7242466414055942 0.8803191174923509 0
29 Fc1ccc(Nc2nc(Nc3ccc(-c4ccc(F)cc4)cc3)ncc2F)cc1 0.66 0.8870502956551509 0.43421419155583985 0.8870502956551509 0
29 Fc1ccc(Nc2nc(Nc3ccc(Nc4cccnc4)cc3)ncc2F)cc1 0.59 0.8683604486394214 0.4103950187204583 0.8683604486394214 0
34 CS(=O)(=O)Nc1nccnc1CNc1nc(Nc2ccc(-c3ccc(F)cc3)cc2)ncc1Cl 0.63 0.8184160051506368 0.32475979982096537 0.8184160051506368 1
33 CS(=O)(=O)Nc1nccnc1CNc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1Cl 0.59 0.8248011973849143 0.3399750572139217 0.8248011973849143 1
33 CS(=O)(=O)Nc1nccnc1CNc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1Cl 0.59 0.8248011973849143 0.3399750572139217 0.8248011973849143 0
34 CS(=O)(=O)Nc1nccnc1CNc1nc(Nc2ccc(-c3ccc(F)cc3)cc2)ncc1Cl 0.63 0.8184160051506368 0.32475979982096537 0.8184160051506368 0
33 CS(=O)(=O)Nc1nccnc1CNc1nc(Nc2ccc(C(N)=O)cc2)ncc1C(F)(F)F 0.54 0.8007039958010732 0.37616839139167124 0.8007039958010732 0
30 COc1cnc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(C)=O)nc1Nc1ccccc1 0.53 0.670295814833591 0.6445370036926878 0.670295814833591 1
31 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4)n3)cc12 0.55 0.6679067237885554 0.5679577842363648 0.6679067237885554 1
40 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(-c5ccccc5)cc4)n3)cc12 0.56 0.6501490905997414 0.2600346624919952 0.6501490905997414 1
36 O=C(CBr)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccc(-c5ccccc5)cc4)n3)cc12 0.55 0.6581617421849629 0.2591127564103119 0.6581617421849629 0
39 NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(-c5ccccc5)cc4)n3)cc12 0.54 0.6487411327156986 0.26979858516212096 0.6487411327156986 0
30 COc1cnc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(C)=O)nc1Nc1ccccc1 0.53 0.670295814833591 0.6445370036926878 0.670295814833591 0
31 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4)n3)cc12 0.55 0.6679067237885554 0.5679577842363648 0.6679067237885554 0
35 Nc1cnc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(=O)c2ccccc2)nc1Nc1ccccc1Cl 0.53 0.6657945622097162 0.31172103798598366 0.6657945622097162 0
37 O=C(Cc1ccccc1Cl)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4F)n3)cc12 0.54 0.6569828881583084 0.2923303976709726 0.6569828881583084 0
36 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C)c(Nc4ccc(Nc5ccccc5)cc4)n3)cc12 0.53 0.6670943429175636 0.2853986568423337 0.6670943429175636 0
40 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(-c5ccccc5)cc4)n3)cc12 0.56 0.6501490905997414 0.2600346624919952 0.6501490905997414 0
34 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(N)=O)c(Nc4ccccc4Cl)n3)cc12 0.52 0.654200583397085 0.4671908351154091 0.654200583397085 0
33 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccc(N5CCC5)cc4)ncc3F)nc21 0.55 0.7987485135661863 0.6067223793223782 0.7987485135661863 1
37 CC1(C)Oc2ccc(Nc3ccnc(Nc4ccc(F)cc4)c3)nc2N(CC(=O)c2ccccc2)C1=O 0.51 0.810930705556689 0.3260388600042849 0.810930705556689 1
33 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccc(N5CCC5)cc4)ncc3F)nc21 0.55 0.7987485135661863 0.6067223793223782 0.7987485135661863 0
37 CC1(C)Oc2ccc(Nc3ccnc(Nc4ccc(F)cc4)c3)nc2N(CC(=O)c2ccccc2)C1=O 0.51 0.810930705556689 0.3260388600042849 0.810930705556689 0
19 c1ccc(-c2ccc(Nc3ncccn3)cc2)cc1 0.61 0.9314144448715448 0.7626630429862935 0.9314144448715448 1
20 Fc1ccc(-c2ccc(Nc3ccccn3)cc2)cc1 0.54 0.9316381551404849 0.7455607974810464 0.9316381551404849 1
19 c1ccc(-c2ccc(Nc3ncccn3)cc2)cc1 0.61 0.9314144448715448 0.7626630429862935 0.9314144448715448 0
20 Fc1ccc(-c2ccc(Nc3ccccn3)cc2)cc1 0.54 0.9316381551404849 0.7455607974810464 0.9316381551404849 0
30 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCN1CC1 0.66 0.8350340466389441 0.4178536356463781 0.8350340466389441 1
34 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1 0.76 0.8217698140810289 0.34297263045705784 0.8217698140810289 1
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.8671064046000938 0.6736748042114302 0.8671064046000938 1
35 O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)C1CC1 0.63 0.8333600944027769 0.41530647913396346 0.8333600944027769 0
25 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1F 0.59 0.8462006807178578 0.6753674583285939 0.8462006807178578 0
34 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1 0.76 0.8217698140810289 0.34297263045705784 0.8217698140810289 0
33 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CCN1CCOCC1 0.59 0.7949294564942261 0.43817783956828926 0.7949294564942261 0
31 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCN1CCC1 0.63 0.831361767975802 0.50505954656326 0.831361767975802 0
30 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCN1CC1 0.66 0.8350340466389441 0.4178536356463781 0.8350340466389441 0
26 O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1Br)C1CC1 0.59 0.8559404068023634 0.5851985222232634 0.8559404068023634 0
29 NCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.58 0.8459072955658092 0.5413187366677513 0.8459072955658092 0
32 O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCN1CCC1)C1CC1 0.55 0.8447136337696635 0.5165184770314828 0.8447136337696635 0
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.8671064046000938 0.6736748042114302 0.8671064046000938 0
27 Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CC1 0.88 0.8337912839113222 0.6795410163600516 0.8337912839113222 1
29 COc1ccc(Nc2nc3cnc(Nc4ccc(F)cc4)nc3n2C2CC2)cc1 0.82 0.853288390893246 0.49264867751665276 0.853288390893246 1
28 COc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CC4)c3n2)cc1 0.8 0.8596366226172193 0.5126822415412746 0.8596366226172193 1
30 COc1ccc(Nc2ncc3nc(Nc4ccc(OC)cc4)n(C4CC4)c3n2)cc1 0.81 0.8545594723423819 0.4646380502996704 0.8545594723423819 1
31 Cn1c(Nc2ccccc2Cl)nc2cnc(Nc3ccc(-c4ccccc4)cc3)nc21 0.75 0.8590753563105442 0.3514039734623945 0.8590753563105442 0
33 Fc1ccc(-c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)cc1 0.77 0.8517601940041389 0.3199436618580293 0.8517601940041389 0
29 COc1ccc(Nc2nc3cnc(Nc4ccc(F)cc4)nc3n2C2CC2)cc1 0.82 0.853288390893246 0.49264867751665276 0.853288390893246 0
