size smiles gsk3b sa qed sa max_or_val 
28 COc1ccc(Nc2nccc(Nc3ccc(C(F)(F)F)cn3)n2)cc1OC 0.75 0.8554035758553982 0.6447495474175612 0.8554035758553982 0
24 COc1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1OC 0.79 0.8999827775786426 0.7152512694665428 0.8999827775786426 0
20 Cn1ccc(Nc2ccnc(Nc3ccccc3)n2)n1 0.76 0.86695314862158 0.7595985093352022 0.86695314862158 0
27 FC(F)(F)c1ccc(Nc2ccnc(Nc3ccc4[nH]ccc4c3)n2)nc1 0.76 0.8312247945097793 0.47818171151149425 0.8312247945097793 0
22 N#Cc1ccc(Nc2ccnc(Nc3ccccc3)n2)nc1 0.68 0.8683248077813531 0.7661242794147459 0.8683248077813531 0
32 CC(=O)N1CCc2ccc(Nc3nc(Nc4cccnc4C(N)=O)c4cc[nH]c4n3)cc21 0.51 0.8018505719151301 0.3827816275915259 0.8018505719151301 1
29 CC(=O)N1CCc2ccc(Nc3nc(Nc4ccccn4)c4cc[nH]c4n3)cc21 0.5 0.8189959237525435 0.49483440994283623 0.8189959237525435 1
37 COc1cc2c(cc1Nc1nc(-c3ccccc3)c3cc[nH]c3n1)N(C(=O)COc1ccccc1)CC2 0.46 0.8254703308612787 0.3191016427425002 0.8254703308612787 1
42 O=C(COc1ccccc1)N1CCc2ccc(Nc3nc(Nc4cccc(-c5ccccc5)c4)c4cc[nH]c4n3)cc21 0.5 0.8186749097422535 0.18678835884406575 0.8186749097422535 1
32 CC(=O)N1CCc2ccc(Nc3nc(Nc4cccnc4C(N)=O)c4cc[nH]c4n3)cc21 0.51 0.8018505719151301 0.3827816275915259 0.8018505719151301 0
42 CO[C@@H]1[C@H](N(C)Cc2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.58 0.5617602393705096 0.2782612148086227 0.5617602393705096 1
42 CO[C@@H]1[C@H](N(C)Cc2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.58 0.5617602393705096 0.2782612148086227 0.5617602393705096 0
36 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(C(=O)Nc4ccccc4F)cc3)ncc1CC2(C)C 0.61 0.799980546270177 0.3928264375928341 0.799980546270177 1
38 CC1(C)Cc2cnc(Nc3ccc(Nc4ccccc4)cc3)nc2-c2c1c(C(N)=O)nn2-c1ccccc1 0.6 0.8052589096621477 0.2732581757782618 0.8052589096621477 1
38 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(C(=O)Nc4ccccc4C(=O)O)cc3)ncc1CC2(C)C 0.6 0.795464395874049 0.30526306584484303 0.795464395874049 0
36 Cc1ccccc1NC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(C(=O)O)cc3)nc1-2 0.51 0.8050349255542595 0.3763830634004324 0.8050349255542595 0
36 Cn1nc(C(=O)Nc2ccccc2Cl)c2c1-c1nc(Nc3ccc(C(=O)O)cc3)ncc1CC2(C)C 0.55 0.802635534845958 0.34841875934193917 0.802635534845958 0
38 CC1(C)Cc2cnc(Nc3ccc(Nc4ccccc4)cc3)nc2-c2c1c(C(N)=O)nn2-c1ccccc1 0.6 0.8052589096621477 0.2732581757782618 0.8052589096621477 0
36 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(C(=O)Nc4ccccc4F)cc3)ncc1CC2(C)C 0.61 0.799980546270177 0.3928264375928341 0.799980546270177 0
36 Cn1nc(C(=O)Nc2ccccc2F)c2c1-c1nc(Nc3ccc(C(=O)O)cc3)ncc1CC2(C)C 0.55 0.8021727778010226 0.3784319299033852 0.8021727778010226 0
38 Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(-c4ccc(-c5ccccc5)cc4)cc3)ncc1CC2(C)C 0.53 0.8052525158724512 0.3136388936400267 0.8052525158724512 0
43 Cn1nc(C(=O)Nc2ccccc2Cl)c2c1-c1nc(Nc3ccc(C(=O)Nc4ccccc4F)cc3)ncc1CC2(C)C 0.53 0.795623079656437 0.20001626372164308 0.795623079656437 0
40 Cn1nc(C(=O)Nc2ccccc2Cl)c2c1-c1nc(Nc3ccc(Nc4ccccc4)cc3)ncc1CC2(C)C 0.52 0.8015054632894033 0.20884062565049605 0.8015054632894033 0
22 COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC 0.9 0.8961438028034251 0.7869935859921958 0.8961438028034251 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.9098736456490529 0.7940400286227499 0.9098736456490529 1
22 COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC 0.9 0.8961438028034251 0.7869935859921958 0.8961438028034251 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
29 COc1ccc(Nc2ncnc3cc(OCc4ccccc4)c(OC)cc23)cc1 0.83 0.8941968287299191 0.48296913075609604 0.8941968287299191 1
23 COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.77 0.9036979117830162 0.7788137840520667 0.9036979117830162 1
27 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OC 0.79 0.9014347113699396 0.5410779165019278 0.9014347113699396 1
35 COc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OCc1ccccc1 0.92 0.881173207356084 0.2677341273569349 0.881173207356084 1
33 COCCCOc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OC 0.87 0.8718705825846305 0.3108687791088096 0.8718705825846305 0
29 COc1ccc(Nc2ncnc3cc(OCc4ccccc4)c(OC)cc23)cc1 0.83 0.8941968287299191 0.48296913075609604 0.8941968287299191 0
27 CCCCOc1cc2ncnc(Nc3ccc(C(C)=O)cc3)c2cc1OC 0.55 0.8807159187701343 0.45806026106818576 0.8807159187701343 0
23 COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.77 0.9036979117830162 0.7788137840520667 0.9036979117830162 0
24 CCOc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.71 0.8981531741386044 0.7436555628765651 0.8981531741386044 0
35 COc1cc2c(Nc3ccc(Cc4ccccc4)cc3)ncnc2cc1OCc1ccc(Cl)cc1 0.75 0.8737367579391826 0.25363344017431866 0.8737367579391826 0
27 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OC 0.79 0.9014347113699396 0.5410779165019278 0.9014347113699396 0
32 COCCCCOc1cc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2cc1OC 0.71 0.8747839562458779 0.31886939162372535 0.8747839562458779 0
29 COc1cc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2cc1OCCBr 0.71 0.8722351997706431 0.3596857121154776 0.8722351997706431 0
31 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1OCCN(C)C 0.67 0.8746014688305029 0.4383468660224299 0.8746014688305029 0
29 COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCc1ccc(Br)cc1 0.82 0.8720541418089971 0.31857419070652837 0.8720541418089971 0
35 COc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OCc1ccccc1 0.92 0.881173207356084 0.2677341273569349 0.881173207356084 0
29 COc1cc2c(Nc3ccc(Cl)cc3)ncnc2cc1OCc1ccc(Br)cc1 0.71 0.881726119830975 0.354369852934168 0.881726119830975 0
34 COc1cc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2cc1OCc1ccc(Br)cc1 0.71 0.8760974341752205 0.24649059317801775 0.8760974341752205 0
30 COc1cccc(Nc2ncnc3cc(OCc4ccc(Br)cc4)c(OC)cc23)c1 0.67 0.8769681372407021 0.37531429220502743 0.8769681372407021 0
29 COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCc1ccc(Br)cc1 0.61 0.8812532260580811 0.3955217799698868 0.8812532260580811 0
21 COc1ccnc(Nc2ccc(-c3ccccc3)cc2)n1 0.75 0.9144361237843496 0.7854290999210233 0.9144361237843496 1
24 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8982666635477461 0.6409946882736538 0.8982666635477461 1
21 Clc1cnc(Nc2ccccc2)nc1Nc1ccccc1 0.89 0.9119033694419176 0.7375147342077332 0.9119033694419176 1
27 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)O)n2)cc1 0.89 0.8798019511587984 0.5020202790039028 0.8798019511587984 0
29 c1ccc(-c2ccc(Nc3nccc(Nc4ccc5[nH]ncc5c4)n3)cc2)cc1 0.86 0.8648502577620094 0.375917219429604 0.8648502577620094 0
33 CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4OC(=O)CCl)n3)cc2)CC1 0.77 0.8348761771419994 0.286289283962678 0.8348761771419994 0
25 O=C(O)c1ccc(Nc2ncc(Cl)c(Oc3cccc(Cl)c3)n2)cc1 0.6 0.874721501024312 0.6507414857130998 0.874721501024312 0
22 Clc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.85 0.8993423299707022 0.6836106088762764 0.8993423299707022 0
35 CC(C)(C)c1ccc(Oc2nc(Nc3ccc(Oc4ccc(C(=O)O)cc4)cc3)ncc2F)cc1 0.64 0.8551034102728252 0.3002098805091703 0.8551034102728252 0
26 O=C(O)COc1ccc(Nc2nccc(Oc3ccccc3Cl)n2)cc1 0.6 0.8811680738202772 0.6444407381747934 0.8811680738202772 0
36 COc1ccc(-c2cccc(Oc3nc(Nc4ccc(-c5ccccc5F)cc4)ncc3Cl)c2)cc1 0.6 0.85965985719028 0.24567866800410257 0.85965985719028 0
29 COc1cccc(Nc2ncc(Cl)c(Oc3cccc(-c4ccccc4)c3)n2)c1 0.63 0.8781097699063898 0.40664740815498235 0.8781097699063898 0
21 COc1ccnc(Nc2ccc(-c3ccccc3)cc2)n1 0.75 0.9144361237843496 0.7854290999210233 0.9144361237843496 0
31 O=C(Nc1ccccc1)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.8 0.8864854004544342 0.34683942492647973 0.8864854004544342 0
24 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8940677783749478 0.6584585948298202 0.8940677783749478 0
21 Clc1cnc(Nc2ccccc2)nc1Nc1ccccc1 0.89 0.9119033694419176 0.7375147342077332 0.9119033694419176 0
24 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8982666635477461 0.6409946882736538 0.8982666635477461 0
28 Fc1ccc(Nc2ncc(Cl)c(Nc3cccc(-c4ccccc4)c3)n2)cc1 0.82 0.8907574481331666 0.4123108822616527 0.8907574481331666 0
25 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.9 0.8866441445779414 0.5838078667733789 0.8866441445779414 0
31 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Nc3ccccc3)cc2)ncc1Cl 0.89 0.873224203873238 0.3100577950744839 0.873224203873238 0
25 CC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.77 0.8844495616960345 0.6323782132367164 0.8844495616960345 0
25 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3I)n2)cc1 0.91 0.8685548704717658 0.46279465114974855 0.8685548704717658 0
22 Clc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.82 0.9045495415091638 0.6836106088762764 0.9045495415091638 0
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.55 0.8697025609836433 0.5984951375617662 0.8697025609836433 1
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.55 0.8697025609836433 0.5984951375617662 0.8697025609836433 0
28 Oc1ccc(-c2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1 0.61 0.8582653958715876 0.49793100590338824 0.8582653958715876 1
29 c1ccc(COc2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1 0.55 0.8680472515727965 0.43001784263734644 0.8680472515727965 1
22 Fc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.6 0.8653773521600512 0.5662956496790555 0.8653773521600512 1
22 Fc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.6 0.8653773521600512 0.5662956496790555 0.8653773521600512 0
28 Oc1ccc(-c2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1 0.61 0.8582653958715876 0.49793100590338824 0.8582653958715876 0
29 c1ccc(COc2ccc(-c3cnc4c(-c5ccncc5)cnn4c3)cc2)cc1 0.55 0.8680472515727965 0.43001784263734644 0.8680472515727965 0
30 c1ccc(CNc2nc(Nc3ccccc3)nc3c2ncn3-c2ccccc2)cc1 0.69 0.8755688681572951 0.4171646565049062 0.8755688681572951 1
25 Cn1cnc2c(NCc3ccccc3)nc(Nc3ccccc3)nc21 0.65 0.8797390056361828 0.5836157320100224 0.8797390056361828 1
27 OCCNc1nc(Nc2cccc(Cl)c2)c2ncn(-c3ccccc3)c2n1 0.64 0.8512711281177489 0.4732652910911224 0.8512711281177489 0
31 Cc1cccc(Nc2nc(N[C@H]3CCCC[C@H]3N)nc3c2ncn3-c2ccccc2)c1 0.51 0.7560610973426842 0.4443993535103368 0.7560610973426842 0
32 CCn1cnc2c(NCc3ccccc3)nc(Nc3cc(OC)c(OC)c(OC)c3)nc21 0.53 0.8464554214134579 0.4041556397687612 0.8464554214134579 0
29 Cn1cnc2c(Nc3cccc(Cc4ccccc4)c3)nc(NCCCO)nc21 0.59 0.8465305843860279 0.40059813586660814 0.8465305843860279 0
26 Cn1cnc2c(Nc3cccc(Cl)c3)nc(NCc3ccccc3)nc21 0.57 0.8659639523627872 0.549970952479031 0.8659639523627872 0
29 COc1cccc(Nc2nc(NCCO)nc3c2ncn3Cc2ccccc2)c1 0.57 0.8580761047480188 0.42539872827589537 0.8580761047480188 0
30 c1ccc(CNc2nc(Nc3ccccc3)nc3c2ncn3-c2ccccc2)cc1 0.69 0.8755688681572951 0.4171646565049062 0.8755688681572951 0
22 Cn1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21 0.63 0.8440417271013495 0.6679609960921304 0.8440417271013495 0
25 Cn1cnc2c(NCc3ccccc3)nc(Nc3ccccc3)nc21 0.65 0.8797390056361828 0.5836157320100224 0.8797390056361828 0
31 Clc1cccc(Nc2nc(NCc3ccccc3)nc3c2ncn3-c2ccccc2)c1 0.59 0.863202319815267 0.35754400939165254 0.863202319815267 0
37 O[C@H]1CC[C@@H](Nc2nc(Nc3ccc(-c4ccccc4)cc3)c3ncn(-c4ccc(Cl)cc4)c3n2)CC1 0.57 0.8307650379890136 0.23851104654625332 0.8307650379890136 0
28 OCCNc1nc(Nc2cccc(Cl)c2)c2ncn(-c3ccc(Cl)cc3)c2n1 0.65 0.844792324097311 0.4360779180037881 0.844792324097311 0
23 CCn1cnc2c(Nc3ccccc3)nc(NCCCO)nc21 0.52 0.8542586883199123 0.5806076513074562 0.8542586883199123 0
21 Cn1cnc2c(Nc3ccccc3)nc(NCCN)nc21 0.56 0.8515566216894059 0.6563901272035326 0.8515566216894059 0
25 Cn1cnc2c(Nc3cccc(-c4ccccc4)c3)nc(NN)nc21 0.59 0.8544488908638761 0.3929684796315153 0.8544488908638761 0
27 Cn1cnc2c(Nc3cccc(-c4ccccc4)c3)nc(NCCO)nc21 0.59 0.854957398809083 0.48944556162793545 0.854957398809083 0
23 COc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.84 0.9007112715575699 0.7157566198383035 0.9007112715575699 1
24 O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.96 0.8976867304373781 0.6615168638387949 0.8976867304373781 1
24 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8982666635477461 0.6409946882736538 0.8982666635477461 1
30 NC(=O)c1cnc(Nc2ccc(Oc3ccccc3)cc2)nc1Nc1ccccc1 0.82 0.887125729074156 0.4117495990067888 0.887125729074156 0
34 NC(=O)c1cnc(Nc2ccc(C(=O)c3ccc(C(=O)O)cc3)cc2)nc1Nc1ccccc1 0.82 0.8698532771569809 0.29281359426995707 0.8698532771569809 0
24 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8940677783749478 0.6584585948298202 0.8940677783749478 0
25 NS(=O)(=O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.87 0.8841988574706825 0.6460367356238105 0.8841988574706825 0
23 COc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.84 0.9007112715575699 0.7157566198383035 0.9007112715575699 0
25 O=S(=O)(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.87 0.8805748054663487 0.5994021516529041 0.8805748054663487 0
24 NC(=O)c1cnc(Nc2ccc(Br)cc2)nc1Nc1ccccc1 0.83 0.8900853926447359 0.6219323178605599 0.8900853926447359 0
32 O=C(O)c1ccc(Oc2ccc(Nc3ncc(Cl)c(Nc4ccc(Cl)cc4)n3)cc2)cc1 0.81 0.876209936463625 0.276323997663604 0.876209936463625 0
23 Brc1ccc(Nc2nc(Nc3ccc(I)cc3)ncc2Br)cc1 0.8 0.8661354409205452 0.3894056601302477 0.8661354409205452 0
26 NC(=O)c1cnc(Nc2ccc(C(=O)O)cc2)nc1Nc1ccccc1 0.91 0.8897816621778654 0.5380274433071106 0.8897816621778654 0
24 O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.96 0.8976867304373781 0.6615168638387949 0.8976867304373781 0
24 NC(=O)c1cnc(Nc2ccc(Cl)cc2)nc1Nc1ccccc1 0.83 0.896065994651425 0.65845859482982 0.896065994651425 0
28 Fc1cnc(Nc2ccc(Nc3ccccc3)cc2)nc1Nc1ccccc1 0.9 0.8937599278456376 0.39698327169547404 0.8937599278456376 0
24 NC(=O)c1cnc(Nc2ccc(I)cc2)nc1Nc1ccccc1 0.86 0.8781761395789611 0.5365705169790468 0.8781761395789611 0
24 NC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1 0.9 0.8880193948743904 0.62193231786056 0.8880193948743904 0
24 O=C(O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.92 0.8982666635477461 0.6409946882736538 0.8982666635477461 0
33 O=C(Nc1ccccc1C(=O)O)c1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.87 0.8790023309881531 0.3156791057390995 0.8790023309881531 0
30 NC(=O)c1cnc(Nc2ccc(Nc3ccccc3)cc2)nc1Nc1ccccc1 0.87 0.8853075472559743 0.35739663388793724 0.8853075472559743 0
34 CN(c1nccnc1CNc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1F)S(C)(=O)=O 0.68 0.8210750059436582 0.39215334793539725 0.8210750059436582 1
36 CN(c1nccnc1CNc1nc(Nc2ccccc2)ncc1C(F)(F)F)S(=O)(=O)c1ccccc1 0.73 0.812402804830875 0.3536160971503106 0.812402804830875 1
34 CN(c1nccnc1CNc1nc(Nc2ccc(-c3ccccc3)cc2)ncc1F)S(C)(=O)=O 0.68 0.8210750059436582 0.39215334793539725 0.8210750059436582 0
36 CN(c1nccnc1CNc1nc(Nc2ccccc2)ncc1C(F)(F)F)S(=O)(=O)c1ccccc1 0.73 0.812402804830875 0.3536160971503106 0.812402804830875 0
37 CN(c1nccnc1CNc1nc(Nc2ccc(F)cc2)ncc1C(F)(F)F)S(=O)(=O)c1ccccc1 0.69 0.8068051389607308 0.31608469662249816 0.8068051389607308 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc12 0.82 0.6650001616762701 0.5798856445824723 0.6650001616762701 1
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4Cl)n3)cc12 0.81 0.6654654568462163 0.5202029669080848 0.6654654568462163 1
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4F)n3)cc12 0.83 0.6645511455760911 0.6383664210858201 0.6645511455760911 1
32 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccc(C(=O)O)cc4)n3)cc12 0.78 0.6659584886150083 0.49961118653816317 0.6659584886150083 1
36 O=C(Cc1ccccc1)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc12 0.69 0.6675444528076735 0.30805347138777955 0.6675444528076735 1
37 O=C(O)c1ccc(Nc2nc(Nc3ccc4c(c3)[C@H]3CC[C@@H]4N3C(=O)c3ccccc3)ncc2Br)cc1 0.75 0.6671736861453681 0.25039583317812186 0.6671736861453681 1
38 O=C(c1ccccc1)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(Nc4ccccc4F)n3)cc12 0.76 0.6575193704541218 0.27409705479513113 0.6575193704541218 0
33 NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccc(C(=O)O)cc4)n3)cc12 0.79 0.6563002651893217 0.4299255405864549 0.6563002651893217 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc12 0.82 0.6650001616762701 0.5798856445824723 0.6650001616762701 0
33 NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3nc(Nc4ccc(C(N)=O)cc4)ncc3Br)cc12 0.8 0.6487783339290927 0.39973988578631137 0.6487783339290927 0
39 CC(C)CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4Nc4ccccc4)n3)cc12 0.72 0.6495790362944206 0.20995582022273845 0.6495790362944206 0
38 O=C(c1ccccc1)N1[C@@H]2CC[C@H]1c1ccc(Nc3nc(Nc4ccc(Br)cc4)ncc3C(F)(F)F)cc12 0.74 0.6571451996707768 0.2524704511230967 0.6571451996707768 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4Br)n3)cc12 0.79 0.6585282475438908 0.466865441128789 0.6585282475438908 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc12 0.81 0.6650164407460374 0.5798856445824723 0.6650164407460374 0
32 COCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccc(Br)cc4)n3)cc12 0.67 0.658003563773963 0.48483949368169516 0.658003563773963 0
34 COc1ccc(Nc2nc(Nc3ccc4c(c3)[C@H]3CC[C@@H]4N3C(=O)CN)ncc2[N+](=O)[O-])cc1 0.7 0.6496830576238889 0.3545324757875344 0.6496830576238889 0
31 CCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4F)n3)cc12 0.75 0.6610913775866926 0.579620268928944 0.6610913775866926 0
36 O=C(Cc1ccccc1)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc12 0.69 0.6675444528076735 0.30805347138777955 0.6675444528076735 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccccc4Cl)n3)cc12 0.81 0.6654654568462163 0.5202029669080848 0.6654654568462163 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(Nc4ccccc4F)n3)cc12 0.83 0.6645511455760911 0.6383664210858201 0.6645511455760911 0
41 O=C(NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccccc4F)n3)cc12)c1ccccc1 0.71 0.6480673793205942 0.20065573775326317 0.6480673793205942 0
32 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(Nc4ccc(C(=O)O)cc4)n3)cc12 0.78 0.6659584886150083 0.49961118653816317 0.6659584886150083 0
30 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Br)c(Nc4ccccc4Cl)n3)cc12 0.82 0.6606126840376295 0.46686544112878864 0.6606126840376295 0
37 O=C(Cc1ccccc1F)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Br)c(Nc4ccccc4F)n3)cc12 0.73 0.6528166767995738 0.2659000865272157 0.6528166767995738 0
