size smiles gsk3b qed sa qed sa max_or_val 
22 COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC 0.71 0.7983836473287707 0.9018871483467706 0.7983836473287707 0.9018871483467706 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 1
24 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OCCN 0.68 0.7130495640895292 0.8777770314407226 0.7130495640895292 0.8777770314407226 0
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.81 0.7940400286227499 0.9098736456490529 0.7940400286227499 0.9098736456490529 0
26 CCCOc1cc2ncnc(Nc3ccc(OCC)cc3)c2cc1OC 0.66 0.6398327403157736 0.8852934071536106 0.6398327403157736 0.8852934071536106 0
26 COc1cc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2cc1O 0.75 0.5593444565335545 0.889833183132018 0.5593444565335545 0.889833183132018 0
26 COCCCOc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC 0.72 0.5882750943943224 0.8791290994613027 0.5882750943943224 0.8791290994613027 0
25 COCCCOc1cc2c(Nc3ccccc3)ncnc2cc1OC 0.74 0.6298621406946867 0.8856440436562892 0.6298621406946867 0.8856440436562892 0
20 COc1cc2c(Nc3ccccc3)ncnc2cc1O 0.74 0.7629226943289709 0.8928683893714788 0.7629226943289709 0.8928683893714788 0
23 CCc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1 0.64 0.7730171540132662 0.8986601495452538 0.7730171540132662 0.8986601495452538 0
26 COc1cc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2cc1O 0.75 0.5593444565335545 0.892499175034852 0.5593444565335545 0.892499175034852 0
20 c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1 0.68 0.7721096472962187 0.9165663646146266 0.7721096472962187 0.9165663646146266 1
21 NCc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.9 0.7667440508529358 0.9112001436354663 0.7667440508529358 0.9112001436354663 1
21 Fc1cccc(Oc2ccnc(Nc3ccccc3)n2)c1 0.67 0.7799691164089506 0.9000346349506027 0.7799691164089506 0.9000346349506027 1
17 CCOc1nc(Nc2ccccc2)ncc1Cl 0.56 0.9034664290388569 0.8906012536835104 0.9034664290388569 0.8906012536835104 1
22 Fc1ccc(Oc2nc(Nc3ccccc3)ncc2Cl)cc1 0.57 0.7505635410679413 0.8934093972783946 0.7505635410679413 0.8934093972783946 0
26 c1ccc(Nc2nccc(Oc3cccc(N4CCOCC4)c3)n2)cc1 0.58 0.7557041350190984 0.8778595767788571 0.7557041350190984 0.8778595767788571 0
23 COc1ccc(Nc2nccc(Oc3ccccc3F)n2)cc1 0.53 0.7664737156525471 0.8964529477917836 0.7664737156525471 0.8964529477917836 0
20 c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1 0.68 0.7721096472962187 0.9165663646146266 0.7721096472962187 0.9165663646146266 0
21 Clc1cccc(Oc2ccnc(Nc3ccccc3)n2)c1 0.67 0.7601878797939674 0.9014485307322404 0.7601878797939674 0.9014485307322404 0
21 NCc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.9 0.7667440508529358 0.9112001436354663 0.7667440508529358 0.9112001436354663 0
21 Brc1cccc(Oc2ccnc(Nc3ccccc3)n2)c1 0.68 0.7415633571127077 0.8955224761416696 0.7415633571127077 0.8955224761416696 0
21 Fc1cccc(Oc2ccnc(Nc3ccccc3)n2)c1 0.67 0.7799691164089506 0.9000346349506027 0.7799691164089506 0.9000346349506027 0
23 O=C(O)c1cccc(Oc2ccnc(Nc3ccccc3)n2)c1 0.65 0.7471967842239446 0.8974334299961464 0.7471967842239446 0.8974334299961464 0
23 CNc1ccc(Nc2nccc(Oc3ccccc3F)n2)cc1 0.62 0.739612033551994 0.8802175861385114 0.739612033551994 0.8802175861385114 0
24 NCc1ccc(Nc2ncc(F)c(Oc3ccccc3F)n2)cc1 0.61 0.7460829398581759 0.8700862845064974 0.7460829398581759 0.8700862845064974 0
17 CCOc1nc(Nc2ccccc2)ncc1Cl 0.56 0.9034664290388569 0.8906012536835104 0.9034664290388569 0.8906012536835104 0
22 Fc1ccc(Nc2ncc(Cl)c(Oc3ccccc3)n2)cc1 0.56 0.7505635410679413 0.8928733395860868 0.7505635410679413 0.8928733395860868 0
27 N#Cc1cccc(Oc2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc2Cl)c1 0.64 0.6705039182906817 0.8479221940737782 0.6705039182906817 0.8479221940737782 0
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.55 0.5984951375617662 0.8697025609836433 0.5984951375617662 0.8697025609836433 1
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.55 0.5984951375617662 0.8697025609836433 0.5984951375617662 0.8697025609836433 0
24 NC(=O)c1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.49 0.6292688529962631 0.8583190413149063 0.6292688529962631 0.8583190413149063 1
22 Fc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.6 0.5662956496790555 0.8653773521600512 0.5662956496790555 0.8653773521600512 1
24 CCOc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.57 0.5735465750408668 0.8646529339011934 0.5735465750408668 0.8646529339011934 1
22 Oc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.615121595327119 0.8575525000890454 0.615121595327119 0.8575525000890454 1
22 Oc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.615121595327119 0.8575525000890454 0.615121595327119 0.8575525000890454 0
22 Fc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.6 0.5662956496790555 0.8653773521600512 0.5662956496790555 0.8653773521600512 0
24 CCOc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.57 0.5735465750408668 0.8646529339011934 0.5735465750408668 0.8646529339011934 0
23 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC(C)C)nc21 0.44 0.7379320093333617 0.8448668628319671 0.7379320093333617 0.8448668628319671 1
23 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21 0.54 0.6429064540875332 0.8442060702911748 0.6429064540875332 0.8442060702911748 1
25 Cn1cnc2c(Nc3ccccc3)nc(NC3CCC(O)CC3)nc21 0.52 0.677885005838742 0.8406413039302618 0.677885005838742 0.8406413039302618 1
23 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21 0.54 0.6429064540875332 0.8442060702911748 0.6429064540875332 0.8442060702911748 0
25 Cn1cnc2c(Nc3ccccc3)nc(N[C@H]3CC[C@@H](O)CC3)nc21 0.52 0.677885005838742 0.8406413039302618 0.677885005838742 0.8406413039302618 0
25 Cn1cnc2c(Nc3ccccc3)nc(NC3CCC(O)CC3)nc21 0.52 0.677885005838742 0.8406413039302618 0.677885005838742 0.8406413039302618 0
25 Cn1cnc2c(Nc3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)nc21 0.52 0.677885005838742 0.8406413039302618 0.677885005838742 0.8406413039302618 0
18 Fc1cnc(Nc2ccccc2)nc1NC1CC1 0.85 0.8677922939691485 0.891552033535415 0.8677922939691485 0.891552033535415 1
21 O=C(O)c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.89 0.7863349360879104 0.8799579810413627 0.7863349360879104 0.8799579810413627 1
21 NC(=O)c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.85 0.789059274998371 0.8750474204155476 0.789059274998371 0.8750474204155476 1
18 Brc1cnc(Nc2ccccc2)nc1NC1CC1 0.84 0.90663292156512 0.8832304359022791 0.90663292156512 0.8832304359022791 1
17 CCNc1nc(Nc2ccccc2)ncc1Br 0.82 0.906619563212833 0.887353529978644 0.906619563212833 0.887353529978644 1
25 CNc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(N)=O 0.77 0.7490349165233241 0.8620218260513975 0.7490349165233241 0.8620218260513975 0
30 CCNc1nc(Nc2ccc(N3CCN(S(=O)(=O)CC)CC3)cc2)ncc1C(N)=O 0.77 0.5658487017550198 0.8408966581450851 0.5658487017550198 0.8408966581450851 0
21 NC(=O)c1cnc(Nc2cccc(F)c2)nc1NC1CC1 0.78 0.7821219812684501 0.8706106537923404 0.7821219812684501 0.8706106537923404 0
19 Fc1ccc(Nc2ncc(F)c(NC3CC3)n2)cc1 0.82 0.8886630942897253 0.8838999749360222 0.8886630942897253 0.8838999749360222 0
21 CCNc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1F 0.78 0.8805169949309107 0.87081731656265 0.8805169949309107 0.87081731656265 0
18 Fc1cnc(Nc2ccccc2)nc1NC1CC1 0.85 0.8677922939691485 0.891552033535415 0.8677922939691485 0.891552033535415 0
18 Brc1cnc(Nc2ccccc2)nc1NC1CC1 0.84 0.90663292156512 0.8832304359022791 0.90663292156512 0.8832304359022791 0
21 O=C(O)c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.89 0.7863349360879104 0.8799579810413627 0.7863349360879104 0.8799579810413627 0
21 NC(=O)c1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.85 0.789059274998371 0.8750474204155476 0.789059274998371 0.8750474204155476 0
20 NCc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.8 0.788911254947054 0.8698481324958682 0.788911254947054 0.8698481324958682 0
17 CCNc1nc(Nc2ccccc2)ncc1Br 0.82 0.906619563212833 0.887353529978644 0.906619563212833 0.887353529978644 0
31 CN(c1nccnc1CNc1nc(Nc2ccccc2)ncc1C(F)(F)F)S(C)(=O)=O 0.73 0.5613968968993759 0.808522546151115 0.5613968968993759 0.808522546151115 1
31 CN(c1nccnc1CNc1nc(Nc2ccccc2)ncc1C(F)(F)F)S(C)(=O)=O 0.73 0.5613968968993759 0.808522546151115 0.5613968968993759 0.808522546151115 0
25 CCNc1nc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(C)=O)ncc1F 0.73 0.8901756705933761 0.65421615287655 0.8901756705933761 0.65421615287655 1
26 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(NC4CC4)n3)cc12 0.78 0.8775536261396829 0.6549075546965556 0.8775536261396829 0.6549075546965556 1
26 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(NC4CC4)n3)cc12 0.78 0.8775536261396829 0.6549075546965556 0.8775536261396829 0.6549075546965556 0
25 CCNc1nc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(C)=O)ncc1F 0.73 0.8901756705933761 0.65421615287655 0.8901756705933761 0.65421615287655 0
26 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(Cl)c(NC4CC4)n3)cc12 0.76 0.8452935145607191 0.6540150391040399 0.8452935145607191 0.6540150391040399 0
28 CC1(C)Oc2ccc(Nc3nc(Nc4ccccc4)ncc3F)nc2NC1=O 0.76 0.6355301104096718 0.8138386488836358 0.6355301104096718 0.8138386488836358 1
29 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccccc4)ncc3F)nc21 0.72 0.6979824241459901 0.8105200535395427 0.6979824241459901 0.8105200535395427 1
29 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccccc4)ncc3F)nc21 0.72 0.6979824241459901 0.8105200535395427 0.6979824241459901 0.8105200535395427 0
30 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4cccc(F)c4)ncc3F)nc21 0.68 0.6738831279343005 0.8001340207824477 0.6738831279343005 0.8001340207824477 0
28 CC1(C)Oc2ccc(Nc3nc(Nc4ccccc4)ncc3F)nc2NC1=O 0.76 0.6355301104096718 0.8138386488836358 0.6355301104096718 0.8138386488836358 0
34 CC(=O)OCN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4cccc(F)c4)ncc3F)nc21 0.65 0.5203650178452961 0.7875901710173258 0.5203650178452961 0.7875901710173258 0
31 COc1cccc(Nc2ncc(F)c(Nc3ccc4c(n3)N(C)C(=O)C(C)(C)O4)n2)c1 0.63 0.6402203980078447 0.8034262021048912 0.6402203980078447 0.8034262021048912 0
32 CN(C)CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccccc4)ncc3F)nc21 0.69 0.6049010710340393 0.7931714303320755 0.6049010710340393 0.7931714303320755 0
30 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccc(F)cc4)ncc3F)nc21 0.71 0.6738831279343005 0.8052336544820814 0.6738831279343005 0.8052336544820814 0
18 COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC 0.75 0.8470427096503325 0.8777830039496162 0.8470427096503325 0.8777830039496162 1
21 O=C1NC(=O)/C(=C/c2cccc(Sc3ccccc3)c2)S1 0.72 0.8642770248399244 0.8566660794447652 0.8642770248399244 0.8566660794447652 1
21 O=C1NC(=O)/C(=C\c2cccc(Cc3ccccc3)c2)S1 0.66 0.880023714887157 0.8805712496843616 0.880023714887157 0.8805712496843616 1
21 O=C1NC(=O)/C(=C\c2cccc(Cc3ccccc3)c2)S1 0.66 0.880023714887157 0.8805712496843616 0.880023714887157 0.8805712496843616 0
21 O=C1NC(=O)/C(=C/c2cccc(Sc3ccccc3)c2)S1 0.72 0.8642770248399244 0.8566660794447652 0.8642770248399244 0.8566660794447652 0
18 COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC 0.75 0.8470427096503325 0.8777830039496162 0.8470427096503325 0.8777830039496162 0
21 O=C1NC(=O)/C(=C/c2cccc(Cc3ccccc3)c2)S1 0.66 0.880023714887157 0.8805712496843616 0.880023714887157 0.8805712496843616 0
21 O=C1NC(=O)/C(=C/c2cccc(Nc3ccccc3)c2)S1 0.66 0.846840657066913 0.8784209344258497 0.846840657066913 0.8784209344258497 0
22 O=C1NC(=O)/C(=C/c2cccc(Cc3ccc(F)cc3)c2)S1 0.6593696763202727 0.8781064560896018 0.871851006710629 0.8781064560896018 0.871851006710629 0
23 O=C(Nc1ccc2ncnc(Nc3ccccc3)c2c1)C1CC1 0.61 0.7705979152682222 0.9038782061155494 0.7705979152682222 0.9038782061155494 1
30 CN(C)CCC#Cc1cc2ncnc(Nc3ccccc3)c2cc1NC(=O)C1CC1 0.52 0.6127602996261625 0.8249408697474361 0.6127602996261625 0.8249408697474361 0
23 O=C(Nc1ccc2ncnc(Nc3ccccc3)c2c1)C1CC1 0.61 0.7705979152682222 0.9038782061155494 0.7705979152682222 0.9038782061155494 0
27 COCC#Cc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1NC(C)=O 0.52 0.6693036112878251 0.8239888458430615 0.6693036112878251 0.8239888458430615 0
27 CC#Cc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1NC(=O)C1CC1 0.57 0.6448336828851147 0.8316561785103941 0.6448336828851147 0.8316561785103941 0
25 CC#Cc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1NC(C)=O 0.53 0.6887504637372762 0.8321464197675404 0.6887504637372762 0.8321464197675404 0
21 CCCNc1nc2cnc(Nc3ccccc3)nc2n1C 0.72 0.7528043515706924 0.8563604047915496 0.7528043515706924 0.8563604047915496 1
20 CCNc1nc2cnc(Nc3ccccc3)nc2n1C 0.77 0.7607687029441162 0.8540323151009219 0.7607687029441162 0.8540323151009219 1
22 CNc1nc2cnc(Nc3ccc(F)cc3)nc2n1C(C)C 0.67 0.7732790616947056 0.8324547524272778 0.7732790616947056 0.8324547524272778 1
22 CNc1nc2cnc(Nc3ccc(N(C)C)cc3)nc2n1C 0.75 0.7691857519335562 0.8342326680600323 0.7691857519335562 0.8342326680600323 1
21 CNc1nc2cnc(Nc3ccc(OC)cc3)nc2n1C 0.73 0.7642310557923109 0.8513067772169384 0.7642310557923109 0.8513067772169384 1
21 CNc1nc2cnc(Nc3ccccc3)nc2n1C(C)C 0.79 0.7688766802211283 0.8382072900374512 0.7688766802211283 0.8382072900374512 1
20 CCNc1nc2cnc(Nc3ccccc3)nc2n1C 0.77 0.7607687029441162 0.8540323151009219 0.7607687029441162 0.8540323151009219 0
22 CCn1c(Cl)nc2cnc(Nc3ccc(C(N)=O)cc3)nc21 0.74 0.71973177380285 0.8469577300947717 0.71973177380285 0.8469577300947717 0
21 CCCNc1nc2cnc(Nc3ccccc3)nc2n1C 0.72 0.7528043515706924 0.8563604047915496 0.7528043515706924 0.8563604047915496 0
18 Cc1nc2cnc(Nc3ccc(Br)cc3)nc2[nH]1 0.6 0.7629235429314843 0.843994637085711 0.7629235429314843 0.843994637085711 0
22 CNc1nc2cnc(Nc3ccc(F)cc3)nc2n1C(C)C 0.67 0.7732790616947056 0.8324547524272778 0.7732790616947056 0.8324547524272778 0
22 CNc1nc2cnc(Nc3ccc(N(C)C)cc3)nc2n1C 0.75 0.7691857519335562 0.8342326680600323 0.7691857519335562 0.8342326680600323 0
21 CNc1nc2cnc(Nc3ccccc3)nc2n1C(C)C 0.79 0.7688766802211283 0.8382072900374512 0.7688766802211283 0.8382072900374512 0
21 CNc1nc2cnc(Nc3ccc(OC)cc3)nc2n1C 0.73 0.7642310557923109 0.8513067772169384 0.7642310557923109 0.8513067772169384 0
23 Cn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccncc21 0.86 0.6255304359823234 0.8586547813840034 0.6255304359823234 0.8586547813840034 1
23 Cn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccncc21 0.86 0.6255304359823234 0.8586547813840034 0.6255304359823234 0.8586547813840034 0
25 COc1ccc(Nc2nccc(-c3cn(C)c4cnccc34)n2)cc1 0.83 0.616314980551631 0.8553981005582914 0.616314980551631 0.8553981005582914 0
37 C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1 0.8 0.37351787019809934 0.7776638315501924 0.37351787019809934 0.7776638315501924 1
20 Clc1ccccc1Nc1nccc(-c2cnccn2)n1 0.77 0.7986060674645511 0.8727416753490898 0.7986060674645511 0.8727416753490898 1
21 Cc1ccc(Cl)cc1Nc1nccc(-c2cnccn2)n1 0.71 0.7993848020922028 0.8658358146276152 0.7993848020922028 0.8658358146276152 1
25 c1ccc(-c2ccc(Nc3nccc(-c4cnccn4)n3)cc2)cc1 0.79 0.6043460980363995 0.8853973840145611 0.6043460980363995 0.8853973840145611 1
20 Clc1ccccc1Nc1nccc(-c2cnccn2)n1 0.77 0.7986060674645511 0.8727416753490898 0.7986060674645511 0.8727416753490898 0
26 Cc1ccc(C(=O)NCC(=O)O)cc1Nc1nccc(-c2ccsc2)n1 0.64 0.6176280305694194 0.8573558825520858 0.6176280305694194 0.8573558825520858 0
27 Cc1ccc(C(=O)NCC(C)C)cc1Nc1nccc(-c2cnccn2)n1 0.58 0.6983010642707282 0.8543870476412633 0.6983010642707282 0.8543870476412633 0
21 Cc1ccc(Cl)cc1Nc1nccc(-c2cnccn2)n1 0.71 0.7993848020922028 0.8658358146276152 0.7993848020922028 0.8658358146276152 0
27 Cc1ccc(C(=O)NCC(=O)O)cc1Nc1nccc(-c2cccnc2)n1 0.63 0.6154259535154604 0.869939295393511 0.6154259535154604 0.869939295393511 0
27 Cc1ccc(C(=O)NCC(=O)O)cc1Nc1nccc(-c2cnccn2)n1 0.62 0.6035169401060584 0.8526469877012034 0.6035169401060584 0.8526469877012034 0
28 Cc1ccc(OCc2ccccc2)cc1Nc1nccc(-c2cnccn2)n1 0.62 0.5368678078094311 0.8680670640828944 0.5368678078094311 0.8680670640828944 0
27 Cc1ccc(-c2ccc(C)c(Nc3nccc(-c4cnccn4)n3)c2)cc1 0.61 0.5615890309471843 0.8658462011459862 0.5615890309471843 0.8658462011459862 0
26 Cc1ccc(-c2ccccc2)cc1Nc1nccc(-c2cnccn2)n1 0.71 0.5860427740983535 0.8714020957982991 0.5860427740983535 0.8714020957982991 0
25 c1ccc(-c2cccc(Nc3nccc(-c4cnccn4)n3)c2)cc1 0.76 0.6043460980363995 0.8802070250402022 0.6043460980363995 0.8802070250402022 0
29 Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cnccn2)n1 0.6 0.5363230582461996 0.8707761952457562 0.5363230582461996 0.8707761952457562 0
30 Cc1ccc(C(=O)Nc2cccc(F)c2)cc1Nc1nccc(-c2cnccn2)n1 0.6 0.5165585235952626 0.8601921867544067 0.5165585235952626 0.8601921867544067 0
27 c1ccc(COc2cccc(Nc3nccc(-c4cnccn4)n3)c2)cc1 0.79 0.5571492232353974 0.8761548551424043 0.5571492232353974 0.8761548551424043 0
25 c1ccc(-c2ccc(Nc3nccc(-c4cnccn4)n3)cc2)cc1 0.79 0.6043460980363995 0.8853973840145611 0.6043460980363995 0.8853973840145611 0
28 COc1cccc(CNc2nc(-c3ccc4c[nH]nc4c3)cn3ccnc23)c1 0.41 0.4905215111315796 0.8094435237677877 0.4905215111315796 0.8094435237677877 1
27 COc1cccc(Nc2nc(-c3ccc4c[nH]nc4c3)cn3ccnc23)c1 0.4 0.5082197955338543 0.8103066880009036 0.5082197955338543 0.8103066880009036 1
26 c1ccc(CNc2nc(-c3ccc4c[nH]nc4c3)cn3ccnc23)cc1 0.39 0.5206720722587129 0.8167627325973975 0.5206720722587129 0.8167627325973975 1
25 c1ccc(Nc2nc(-c3ccc4c[nH]nc4c3)cn3ccnc23)cc1 0.39 0.5252485935974833 0.8167526660658433 0.5252485935974833 0.8167526660658433 1
26 Fc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1 0.76 0.5470899263682921 0.906210087806291 0.5470899263682921 0.906210087806291 1
18 Fc1ccc2ncnc(Nc3ccccc3)c2c1 0.66 0.743175087242861 0.9179435206404728 0.743175087242861 0.9179435206404728 1
19 Fc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1 0.75 0.7615270001294412 0.9028368617529091 0.7615270001294412 0.9028368617529091 1
19 Fc1ccc(Nc2ncnc3ccc(Cl)cc23)cc1 0.64 0.7615270001294412 0.9110547638508112 0.7615270001294412 0.9110547638508112 1
19 Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1 0.76 0.7442495193857561 0.9044760225920699 0.7442495193857561 0.9044760225920699 1
27 Fc1cccc(COc2ccc(Nc3ncnc4ccc(F)cc34)cc2)c1 0.74 0.5273355612298408 0.8918362693056747 0.5273355612298408 0.8918362693056747 0
26 Fc1cccc(COc2ccc(Nc3ncnc4ccccc34)cc2)c1 0.68 0.5470899263682921 0.9043089889051922 0.5470899263682921 0.9043089889051922 0
27 N#Cc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1 0.75 0.5572168105108867 0.8905463033855191 0.5572168105108867 0.8905463033855191 0
26 Fc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1 0.76 0.5470899263682921 0.906210087806291 0.5470899263682921 0.906210087806291 0
18 Fc1ccc2ncnc(Nc3ccccc3)c2c1 0.66 0.743175087242861 0.9179435206404728 0.743175087242861 0.9179435206404728 0
26 Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1 0.68 0.5516162693289812 0.8997867111829143 0.5516162693289812 0.8997867111829143 0
19 Fc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1 0.75 0.7615270001294412 0.9028368617529091 0.7615270001294412 0.9028368617529091 0
