size smiles gsk3b jnk3 qed sa qed sa max_or_val 
18 Nc1ncnc2n[nH]c(Nc3ccc(F)cc3)c12 0.58 0.37 0.6390123456612439 0.8217945441215251 0.6390123456612439 0.8217945441215251 1
23 COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1F 0.75 0.51 0.7423816573436289 0.8844181131888951 0.7423816573436289 0.8844181131888951 1
22 Cc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1F 0.72 0.52 0.7479659390969134 0.8857442681870649 0.7479659390969134 0.8857442681870649 1
22 Fc1cnc(Nc2ccccc2)nc1Nc1ccc(Br)cc1 0.7 0.5 0.6982101251732774 0.8869332104947572 0.6982101251732774 0.8869332104947572 1
23 COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1F 0.75 0.51 0.7423816573436289 0.8844181131888951 0.7423816573436289 0.8844181131888951 0
22 Cc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1F 0.72 0.52 0.7479659390969134 0.8857442681870649 0.7479659390969134 0.8857442681870649 0
21 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1Cl 0.65 0.53 0.7604169968411241 0.8852382010363945 0.7604169968411241 0.8852382010363945 1
21 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1Cl 0.65 0.53 0.7604169968411241 0.8852382010363945 0.7604169968411241 0.8852382010363945 0
23 Fc1ccc(Nc2ncnc3cc(-c4ccoc4)ccc23)cc1 0.5 0.38 0.5919565304331661 0.8572589553581393 0.5919565304331661 0.8572589553581393 1
24 Nc1ccc(Nc2ncnc3cc(-c4cncnc4)ccc23)cc1 0.53 0.46 0.5632136031045787 0.8497793507043043 0.5632136031045787 0.8497793507043043 1
25 Nc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.62 0.45 0.5315414342988314 0.8793964655475988 0.5315414342988314 0.8793964655475988 1
25 Fc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.54 0.43 0.5513328414826646 0.8887298691303172 0.5513328414826646 0.8887298691303172 1
24 Nc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.62 0.43 0.541661268595766 0.8883667829903281 0.541661268595766 0.8883667829903281 1
24 Clc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.62 0.39 0.523423267045759 0.8985225793066878 0.523423267045759 0.8985225793066878 1
22 NC(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.75 0.53 0.7736673533089602 0.902760614340911 0.7736673533089602 0.902760614340911 1
21 COc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.69 0.52 0.7854290999210233 0.9169602109619528 0.7854290999210233 0.9169602109619528 1
20 Clc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.75 0.56 0.7657023045039479 0.9168898597597741 0.7657023045039479 0.9168898597597741 1
23 N#Cc1ccc(Nc2nccc(-c3ccc(C#N)cc3)n2)cc1 0.71 0.6 0.7974363248997642 0.8694906734644403 0.7974363248997642 0.8694906734644403 1
23 N#Cc1ccc(Nc2nccc(-c3cccc(C#N)c3)n2)cc1 0.69 0.67 0.7974363248997642 0.8638803405138089 0.7974363248997642 0.8638803405138089 1
21 N#Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.68 0.61 0.7882008929093238 0.8965473077361463 0.7882008929093238 0.8965473077361463 1
21 Fc1ccc(Nc2nccc(-c3ccccc3)n2)cc1F 0.76 0.58 0.7837517154076078 0.8990593485773779 0.7837517154076078 0.8990593485773779 1
22 NC(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.75 0.53 0.7736673533089602 0.902760614340911 0.7736673533089602 0.902760614340911 0
23 N#Cc1ccc(Nc2nccc(-c3ccc(C#N)cc3)n2)cc1 0.71 0.6 0.7974363248997642 0.8694906734644403 0.7974363248997642 0.8694906734644403 0
21 COc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.69 0.52 0.7854290999210233 0.9169602109619528 0.7854290999210233 0.9169602109619528 0
20 Clc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.75 0.56 0.7657023045039479 0.9168898597597741 0.7657023045039479 0.9168898597597741 0
23 N#Cc1ccc(Nc2nccc(-c3cccc(C#N)c3)n2)cc1 0.69 0.67 0.7974363248997642 0.8638803405138089 0.7974363248997642 0.8638803405138089 0
21 N#Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.68 0.61 0.7882008929093238 0.8965473077361463 0.7882008929093238 0.8965473077361463 0
21 Fc1ccc(Nc2nccc(-c3ccccc3)n2)cc1F 0.76 0.58 0.7837517154076078 0.8990593485773779 0.7837517154076078 0.8990593485773779 0
21 COc1ccc(OC)c(/C=C2/C(=O)Nc3ccccc32)c1 0.53 0.38 0.8788486956179424 0.8815861497543432 0.8788486956179424 0.8815861497543432 1
21 COc1ccc(/C=C2/C(=O)Nc3ccccc32)c(OC)c1 0.53 0.38 0.8788486956179424 0.880505380523574 0.8788486956179424 0.880505380523574 1
21 COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1OC 0.46 0.38 0.8788486956179424 0.88932922667742 0.8788486956179424 0.88932922667742 1
24 O=c1cc(-c2ccnc(NC3CC3)n2)ccn1Cc1ccccc1 0.56 0.49 0.7855935802452797 0.855647005866044 0.7855935802452797 0.855647005866044 1
22 CCn1ccc(-c2ccnc(Nc3ccccc3)n2)cc1=O 0.71 0.41 0.8025396159647016 0.8619784028024495 0.8025396159647016 0.8619784028024495 1
25 O=c1cc(-c2ccnc(NC3CCC3)n2)ccn1Cc1ccncc1 0.51 0.5 0.7770596413332074 0.831422176822625 0.7770596413332074 0.831422176822625 1
28 Clc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1 0.38 0.37 0.6989031384051623 0.7839209945061061 0.6989031384051623 0.7839209945061061 1
19 COc1ccc(Cc2cnc(N)nc2N)cc1OC 0.35 0.33 0.8583914380649984 0.8732398280106319 0.8583914380649984 0.8732398280106319 1
24 O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccccc12 0.61 0.24 0.7354070209301681 0.859650729201532 0.7354070209301681 0.859650729201532 1
21 COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1 0.43 0.32 0.7940400286227499 0.9045884784638852 0.7940400286227499 0.9045884784638852 1
28 CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1 0.33 0.49 0.5241908173512972 0.7973003532278009 0.5241908173512972 0.7973003532278009 1
35 CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.5 0.68 0.4058424794083466 0.4509210137280436 0.4058424794083466 0.4509210137280436 1
40 COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1 0.4 0.27 0.3551193020550094 0.7935781654719103 0.3551193020550094 0.7935781654719103 1
35 COc1cccc(-n2c(=O)c3cnc(Nc4ccc(C=O)cc4)nc3n3c4ccccc4nc23)c1 0.38 0.28 0.3840421750002193 0.8057917800644899 0.3840421750002193 0.8057917800644899 1
28 COc1ccc(Nc2ncc3c(=O)n(C)c4nc5ccccc5n4c3n2)cc1 0.43 0.26 0.5240634074187059 0.8345230966090809 0.5240634074187059 0.8345230966090809 1
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.84 0.62 0.65845859482982 0.8769340133513123 0.65845859482982 0.8769340133513123 1
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.66 0.65 0.6115541273044517 0.8700059548813986 0.6115541273044517 0.8700059548813986 1
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3OC)n2)cc1 0.62 0.57 0.6705335092272477 0.8820984676550803 0.6705335092272477 0.8820984676550803 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.62 0.6 0.6475748445711507 0.8817951058819702 0.6475748445711507 0.8817951058819702 1
26 CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.77 0.58 0.7024009087054118 0.8663279923034362 0.7024009087054118 0.8663279923034362 1
25 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.78 0.64 0.644469381672002 0.8695392043831409 0.644469381672002 0.8695392043831409 1
24 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1 0.82 0.48 0.6584585948298202 0.8822396989700414 0.6584585948298202 0.8822396989700414 1
22 Clc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.73 0.53 0.6836106088762764 0.8887990758793727 0.6836106088762764 0.8887990758793727 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Br)cc2)ncc1Cl 0.77 0.68 0.5679413218271954 0.8638085434947337 0.5679413218271954 0.8638085434947337 1
22 Clc1cnc(Nc2ccc(Br)cc2)nc1Nc1ccccc1 0.74 0.53 0.6425655982513737 0.8875584508793727 0.6425655982513737 0.8875584508793727 1
21 Clc1cnc(Nc2ccccc2)nc1Nc1ccccc1 0.79 0.48 0.7375147342077332 0.9019919727485536 0.7375147342077332 0.9019919727485536 1
26 CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.77 0.58 0.7024009087054118 0.8663279923034362 0.7024009087054118 0.8663279923034362 0
24 NC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.84 0.62 0.65845859482982 0.8769340133513123 0.65845859482982 0.8769340133513123 0
25 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.77 0.61 0.6167643952262963 0.8700830830396957 0.6167643952262963 0.8700830830396957 0
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.66 0.65 0.6115541273044517 0.8700059548813986 0.6115541273044517 0.8700059548813986 0
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3OC)n2)cc1 0.62 0.57 0.6705335092272477 0.8820984676550803 0.6705335092272477 0.8820984676550803 0
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.62 0.6 0.6475748445711507 0.8817951058819702 0.6475748445711507 0.8817951058819702 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Br)cc2)ncc1Cl 0.77 0.68 0.5679413218271954 0.8638085434947337 0.5679413218271954 0.8638085434947337 0
25 NC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.78 0.64 0.644469381672002 0.8695392043831409 0.644469381672002 0.8695392043831409 0
22 Clc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.73 0.53 0.6836106088762764 0.8887990758793727 0.6836106088762764 0.8887990758793727 0
22 Clc1cnc(Nc2ccc(Br)cc2)nc1Nc1ccccc1 0.74 0.53 0.6425655982513737 0.8875584508793727 0.6425655982513737 0.8875584508793727 0
27 O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1 0.47 0.44 0.48753390702796573 0.7717353632079218 0.48753390702796573 0.7717353632079218 1
26 Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1cccs1 0.47 0.49 0.7567650280434941 0.8489507464340851 0.7567650280434941 0.8489507464340851 1
23 Fc1cccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)c1 0.67 0.55 0.7134741531129651 0.8735051709072962 0.7134741531129651 0.8735051709072962 1
23 Fc1ccccc1Nc1nc(Nc2ccc(Br)cc2)ncc1Cl 0.65 0.65 0.6126816413205936 0.8743450310471563 0.6126816413205936 0.8743450310471563 1
23 COc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.71 0.52 0.7157566198383035 0.8895290201923396 0.7157566198383035 0.8895290201923396 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.62 0.6 0.6475748445711507 0.8817951058819702 0.6475748445711507 0.8817951058819702 1
