size smiles jnk3 qed sa qed sa max_or_val 
28 CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccccc4)n3)cc2)CC1 0.72 0.6898327821232597 0.8692184237429229 0.6898327821232597 0.8692184237429229 0
25 NC(=O)c1ncccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.79 0.6270282245247463 0.8579275681965763 0.6270282245247463 0.8579275681965763 0
21 Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl 0.69 0.9058881331019384 0.8661727629252192 0.9058881331019384 0.8661727629252192 0
25 Clc1cnc(Nc2ccc(N3CCC3)cc2)nc1Oc1ccccc1 0.69 0.7090718411248724 0.8806014725287865 0.7090718411248724 0.8806014725287865 0
27 COc1cccc(Oc2nc(Nc3ccc(N4CCC4)cc3)ncc2Cl)c1 0.71 0.6549323572178156 0.8696859384940002 0.6549323572178156 0.8696859384940002 0
25 NC(=O)c1ncccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.82 0.6461082745962857 0.8573680882399132 0.6461082745962857 0.8573680882399132 0
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3OC)n2)cc1 0.73 0.6705335092272477 0.8945789224760996 0.6705335092272477 0.8945789224760996 0
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.72 0.5984951375617662 0.8697025609836433 0.5984951375617662 0.8697025609836433 1
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.72 0.5984951375617662 0.8697025609836433 0.5984951375617662 0.8697025609836433 0
23 COc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1 0.42 0.5723518966867642 0.890480346994863 0.5723518966867642 0.890480346994863 1
23 COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.5812888866669049 0.8686516139631889 0.5812888866669049 0.8686516139631889 1
23 COc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1 0.61 0.5812888866669049 0.8686516139631889 0.5812888866669049 0.8686516139631889 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21 0.74 0.615773915242391 0.7496337533497524 0.615773915242391 0.7496337533497524 1
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21 0.74 0.615773915242391 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21 0.74 0.615773915242391 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21 0.74 0.615773915242391 0.7496337533497524 0.615773915242391 0.7496337533497524 0
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21 0.74 0.615773915242391 0.7496337533497524 0.615773915242391 0.7496337533497524 0
20 Nc1nc(Nc2ccc(N3CCCC3)cc2)ncc1Cl 0.66 0.9088569546616113 0.8746583097958821 0.9088569546616113 0.8746583097958821 1
22 Fc1cnc(Nc2ccc(N3CCC3)cc2)nc1NC1CC1 0.7 0.8880490572626221 0.8741594316190537 0.8880490572626221 0.8741594316190537 1
23 Fc1cnc(Nc2ccc(N3CCCC3)cc2)nc1NC1CC1 0.71 0.8841490977114564 0.8731992164484998 0.8841490977114564 0.8731992164484998 1
21 Cc1nc(Nc2ccc(N3CCCCC3)cc2)ncc1F 0.64 0.9346107698719756 0.8824600264813353 0.9346107698719756 0.8824600264813353 1
19 Clc1cnc(Nc2ccc(Br)cc2)nc1NC1CC1 0.6 0.875822615192548 0.8757706302066777 0.875822615192548 0.8757706302066777 0
23 Fc1cnc(Nc2ccc(N3CCCC3)cc2)nc1NC1CC1 0.71 0.8841490977114564 0.8731992164484998 0.8841490977114564 0.8731992164484998 0
24 Fc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1NC1CC1 0.7 0.8794474336345892 0.8649524479083129 0.8794474336345892 0.8649524479083129 0
22 Fc1cnc(Nc2ccc(N3CCC3)cc2)nc1NC1CC1 0.7 0.8880490572626221 0.8741594316190537 0.8880490572626221 0.8741594316190537 0
20 Nc1nc(Nc2ccc(N3CCCC3)cc2)ncc1Cl 0.66 0.9088569546616113 0.8746583097958821 0.9088569546616113 0.8746583097958821 0
24 Fc1cnc(Nc2ccc(N3CCCCC3)cc2)nc1NC1CC1 0.62 0.8714696345744236 0.8720353050511702 0.8714696345744236 0.8720353050511702 0
21 Cc1nc(Nc2ccc(N3CCCCC3)cc2)ncc1F 0.64 0.9346107698719756 0.8824600264813353 0.9346107698719756 0.8824600264813353 0
34 CN(c1nccnc1CNc1nc(Nc2ccc(C(N)=O)cc2)ncc1C(F)(F)F)S(C)(=O)=O 0.54 0.4250584190505305 0.7972432919088848 0.4250584190505305 0.7972432919088848 1
32 CN(c1nccnc1CNc1nc(Nc2ccc(F)cc2)ncc1C(F)(F)F)S(C)(=O)=O 0.51 0.5055426309926093 0.8031598452504904 0.5055426309926093 0.8031598452504904 1
32 CN(c1nccnc1CNc1nc(Nc2ccc(F)cc2)ncc1C(F)(F)F)S(C)(=O)=O 0.51 0.5055426309926093 0.8031598452504904 0.5055426309926093 0.8031598452504904 0
26 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(NC4CC4)n3)cc12 0.52 0.8775536261396829 0.6549075546965556 0.8775536261396829 0.6549075546965556 1
24 CNc1nc(Nc2ccc3c(c2)[C@H]2CC[C@@H]3N2C(C)=O)ncc1F 0.5 0.9061592041453621 0.6525288297786689 0.9061592041453621 0.6525288297786689 1
26 CC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(F)c(NC4CC4)n3)cc12 0.52 0.8775536261396829 0.6549075546965556 0.8775536261396829 0.6549075546965556 0
34 CN(C)C(=O)CN1C(=O)C(C)(C)Oc2ccc(Nc3ccnc(Nc4ccc(F)cc4)c3)nc21 0.55 0.573897001975844 0.8001352722319006 0.573897001975844 0.8001352722319006 1
30 CN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccccc4F)ncc3F)nc21 0.46 0.6738831279343005 0.8008726654710924 0.6738831279343005 0.8008726654710924 1
34 CN(C)C(=O)CN1C(=O)C(C)(C)Oc2ccc(Nc3ccnc(Nc4ccc(F)cc4)c3)nc21 0.55 0.573897001975844 0.8001352722319006 0.573897001975844 0.8001352722319006 0
20 NC(=O)c1ccccc1Nc1nccc(C(F)(F)F)n1 0.49 0.904968568051254 0.8748929613512233 0.904968568051254 0.8748929613512233 1
18 COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC 0.37 0.8470427096503325 0.8777830039496162 0.8470427096503325 0.8777830039496162 1
33 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CCN1CCOCC1 0.59 0.43817783956828926 0.7949294564942261 0.43817783956828926 0.7949294564942261 1
30 O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC1CC1)C1CC1 0.58 0.5636414409425771 0.8126423724307992 0.5636414409425771 0.8126423724307992 1
30 O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC1CC1)C1CC1 0.58 0.5636414409425771 0.8126423724307992 0.5636414409425771 0.8126423724307992 0
22 COc1ccc(Nc2ncc3nc(C)n(C4CC4)c3n2)cc1 0.72 0.8002685491241847 0.863886415746038 0.8002685491241847 0.863886415746038 1
22 COc1ccc(Nc2ncc3nc(N)n(C4CC4)c3n2)cc1 0.72 0.7683526319953548 0.8521757930354154 0.7683526319953548 0.8521757930354154 1
24 CC(C)Nc1nc2cnc(Nc3ccc(F)cc3)nc2n1C1CC1 0.77 0.7449205150488709 0.8362084466154881 0.7449205150488709 0.8362084466154881 1
23 Cc1nc2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1C 0.69 0.8057463100223868 0.8581445666207157 0.8057463100223868 0.8581445666207157 1
22 CNc1nc2cnc(Nc3ccc(F)cc3)nc2n1C1CC1 0.75 0.7744696942675657 0.8415674902271125 0.7744696942675657 0.8415674902271125 1
25 CC(C)c1nc2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1C 0.69 0.7844670939101546 0.8477855464077234 0.7844670939101546 0.8477855464077234 0
22 COc1ccc(Nc2ncc3nc(C)n(C4CC4)c3n2)cc1 0.72 0.8002685491241847 0.863886415746038 0.8002685491241847 0.863886415746038 0
25 CC(C)n1c(N)nc2cnc(Nc3ccc(N4CCCC4)cc3)nc21 0.7 0.7594114808455057 0.8393349053820826 0.7594114808455057 0.8393349053820826 0
22 COc1ccc(Nc2ncc3nc(N)n(C4CC4)c3n2)cc1 0.72 0.7683526319953548 0.8521757930354154 0.7683526319953548 0.8521757930354154 0
24 CC(C)Nc1nc2cnc(Nc3ccc(F)cc3)nc2n1C1CC1 0.77 0.7449205150488709 0.8362084466154881 0.7449205150488709 0.8362084466154881 0
24 CC(C)n1c(N)nc2cnc(Nc3ccc(N4CCC4)cc3)nc21 0.69 0.7676769230797248 0.8389161389231804 0.7676769230797248 0.8389161389231804 0
22 CNc1nc2cnc(Nc3ccc(F)cc3)nc2n1C1CC1 0.75 0.7744696942675657 0.8415674902271125 0.7744696942675657 0.8415674902271125 0
23 Cc1nc2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1C 0.69 0.8057463100223868 0.8581445666207157 0.8057463100223868 0.8581445666207157 0
24 Cn1cc(-c2ccnc(Nc3ccc(F)cc3)n2)c2ccncc21 0.55 0.6218031574518198 0.8523629973588623 0.6218031574518198 0.8523629973588623 1
27 Cn1cc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)c2ccncc21 0.61 0.5991943098513394 0.8439780414575735 0.5991943098513394 0.8439780414575735 1
24 Cn1cc(-c2ccnc(Nc3ccc(F)cc3)n2)c2ccncc21 0.55 0.6218031574518198 0.8523629973588623 0.6218031574518198 0.8523629973588623 0
27 Cn1cc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)c2ccncc21 0.61 0.5991943098513394 0.8439780414575735 0.5991943098513394 0.8439780414575735 0
29 Cn1c(=O)c2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1-c1ccccn1 0.46 0.579962008283343 0.8261486839335392 0.579962008283343 0.8261486839335392 1
28 Cn1c(=O)c2cnc(Nc3ccc(N4CCC4)cc3)nc2n1-c1ccccn1 0.45 0.5918834904718565 0.8264475947525816 0.5918834904718565 0.8264475947525816 1
30 Cc1cccc(-n2c3nc(Nc4ccc(N5CCCC5)cc4)ncc3c(=O)n2C)n1 0.5 0.5657597992100597 0.818505184101887 0.5657597992100597 0.818505184101887 1
29 Cc1cccc(-n2c3nc(Nc4ccc(N5CCC5)cc4)ncc3c(=O)n2C)n1 0.49 0.5799651346307386 0.8187013438037893 0.5799651346307386 0.8187013438037893 1
26 Cc1ccc(-c2ccccc2)cc1Nc1nccc(-c2cnccn2)n1 0.65 0.5860427740983535 0.8714020957982991 0.5860427740983535 0.8714020957982991 1
26 Cc1ccc(-c2ccccc2)cc1Nc1nccc(-c2cnccn2)n1 0.65 0.5860427740983535 0.8714020957982991 0.5860427740983535 0.8714020957982991 0
30 Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1Nc1nccc(-c2cnccn2)n1 0.55 0.5165585235952626 0.864872116020543 0.5165585235952626 0.864872116020543 0
31 c1cn2cc(-c3ccc4c[nH]nc4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1 0.45 0.46738531794023797 0.8009134842702602 0.46738531794023797 0.8009134842702602 1
26 NC(=O)c1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.53 0.5849118061578885 0.9007586892048924 0.5849118061578885 0.9007586892048924 1
24 Fc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.63 0.5658688702746002 0.9116776359596981 0.5658688702746002 0.9116776359596981 1
24 Fc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.63 0.5658688702746002 0.9116776359596981 0.5658688702746002 0.9116776359596981 0
26 Nc1ccc2ncnc(Nc3ccc(Oc4ccc(F)cc4)cc3)c2c1 0.61 0.5149149545674478 0.8896758956826252 0.5149149545674478 0.8896758956826252 0
26 NC(=O)c1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.53 0.5849118061578885 0.9007586892048924 0.5849118061578885 0.9007586892048924 0
27 Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)cc3)c2c1 0.51 0.5059190954820706 0.8841562303572815 0.5059190954820706 0.8841562303572815 0
26 COc1cccc(-c2ccc(Nc3ncnc4ccc(F)cc34)cc2)c1 0.57 0.552942917794335 0.8986062600550948 0.552942917794335 0.8986062600550948 0
25 Fc1cccc(-c2ccc(Nc3ncnc4ccc(F)cc34)cc2)c1 0.6 0.5513328414826646 0.8973256031926434 0.5513328414826646 0.8973256031926434 0
26 COc1ccc(-c2ccc(Nc3ncnc4ccc(F)cc34)cc2)cc1 0.6 0.552942917794335 0.9036708349538802 0.552942917794335 0.9036708349538802 0
18 Nc1ncnc2n[nH]c(Nc3ccc(F)cc3)c12 0.48 0.6390123456612439 0.8298567672632257 0.6390123456612439 0.8298567672632257 1
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3C)n2)cc1 0.66 0.7273454988172872 0.8959823826112913 0.7273454988172872 0.8959823826112913 1
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1 0.71 0.6981404318925082 0.8930432521765087 0.6981404318925082 0.8930432521765087 1
23 Fc1ccc(Nc2nc(Nc3ccccc3F)ncc2F)cc1 0.68 0.7497184266838454 0.8900538558389601 0.7497184266838454 0.8900538558389601 1
22 Fc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.62 0.7560428283782025 0.9033036280476254 0.7560428283782025 0.9033036280476254 1
19 Fc1cnc(NC2CC2)nc1Nc1ccccc1Cl 0.55 0.8973091227531842 0.8767002598363072 0.8973091227531842 0.8767002598363072 1
23 Fc1ccc(Nc2nc(Nc3cccc(F)c3)ncc2F)cc1 0.69 0.7497184266838454 0.8891137625988671 0.7497184266838454 0.8891137625988671 1
25 COc1ccc(Nc2ncc(F)c(Nc3ccccc3OC)n2)cc1 0.67 0.7034342958363422 0.8940231532453305 0.7034342958363422 0.8940231532453305 1
22 Fc1cccc(Nc2ncc(F)c(Nc3ccccc3)n2)c1 0.56 0.7560428283782025 0.8966103588168561 0.7560428283782025 0.8966103588168561 1
25 COc1ccc(Nc2ncc(F)c(Nc3cccc(OC)c3)n2)cc1 0.67 0.7034342958363422 0.8929992216213987 0.7034342958363422 0.8929992216213987 1
25 COc1ccc(Nc2ncc(F)c(Nc3ccc(OC)cc3)n2)cc1 0.64 0.7034342958363422 0.8985477258949032 0.7034342958363422 0.8985477258949032 1
24 COc1ccc(Nc2nc(Nc3ccccc3F)ncc2F)cc1 0.74 0.7330645341909922 0.8919884026781809 0.7330645341909922 0.8919884026781809 1
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3C)n2)cc1 0.66 0.7273454988172872 0.8959823826112913 0.7273454988172872 0.8959823826112913 0
19 Fc1cnc(NC2CC2)nc1Nc1ccccc1Cl 0.55 0.8973091227531842 0.8767002598363072 0.8973091227531842 0.8767002598363072 0
22 Fc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1 0.62 0.7560428283782025 0.9033036280476254 0.7560428283782025 0.9033036280476254 0
24 COc1ccc(Nc2nc(Nc3ccccc3F)ncc2F)cc1 0.74 0.7330645341909922 0.8919884026781809 0.7330645341909922 0.8919884026781809 0
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1 0.71 0.6981404318925082 0.8930432521765087 0.6981404318925082 0.8930432521765087 0
23 Fc1ccc(Nc2nc(Nc3ccccc3F)ncc2F)cc1 0.68 0.7497184266838454 0.8900538558389601 0.7497184266838454 0.8900538558389601 0
23 Fc1ccc(Nc2nc(Nc3cccc(F)c3)ncc2F)cc1 0.69 0.7497184266838454 0.8891137625988671 0.7497184266838454 0.8891137625988671 0
25 COc1ccc(Nc2ncc(F)c(Nc3ccccc3OC)n2)cc1 0.67 0.7034342958363422 0.8940231532453305 0.7034342958363422 0.8940231532453305 0
25 COc1ccc(Nc2ncc(F)c(Nc3ccc(OC)cc3)n2)cc1 0.64 0.7034342958363422 0.8985477258949032 0.7034342958363422 0.8985477258949032 0
22 Fc1cccc(Nc2ncc(F)c(Nc3ccccc3)n2)c1 0.56 0.7560428283782025 0.8966103588168561 0.7560428283782025 0.8966103588168561 0
25 COc1ccc(Nc2ncc(F)c(Nc3cccc(OC)c3)n2)cc1 0.67 0.7034342958363422 0.8929992216213987 0.7034342958363422 0.8929992216213987 0
25 COc1ccc(Nc2nc(Nc3ccc(C)c(F)c3)ncc2F)cc1 0.61 0.7117679130088849 0.8842426277848754 0.7117679130088849 0.8842426277848754 0
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.6736748042114302 0.8671064046000938 0.6736748042114302 0.8671064046000938 1
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.6736748042114302 0.8671064046000938 0.6736748042114302 0.8671064046000938 0
29 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(=O)O 0.58 0.5241379842758009 0.843528399033254 0.5241379842758009 0.843528399033254 0
28 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CO 0.58 0.5443757153070999 0.8346680354464401 0.5443757153070999 0.8346680354464401 0
26 NC(=O)c1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.49 0.5849118061578885 0.8993072722008437 0.5849118061578885 0.8993072722008437 1
28 CNC(=O)c1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.56 0.5519400635180727 0.8842758948475483 0.5519400635180727 0.8842758948475483 1
25 Fc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.56 0.5513328414826646 0.8962491016120322 0.5513328414826646 0.8962491016120322 1
25 Fc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.52 0.5513328414826646 0.9012103239513366 0.5513328414826646 0.9012103239513366 1
24 Nc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.55 0.541661268595766 0.9001948623952346 0.541661268595766 0.9001948623952346 1
25 Nc1ccc(Nc2ncnc3cc(Oc4ccccc4)ccc23)cc1 0.58 0.52897265155875 0.8936188393160163 0.52897265155875 0.8936188393160163 1
26 COc1ccccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.53 0.552942917794335 0.8965967458850544 0.552942917794335 0.8965967458850544 1
24 Nc1ccc(Nc2ncnc3cc(-c4ccccc4)ccc23)cc1 0.55 0.541661268595766 0.9001948623952346 0.541661268595766 0.9001948623952346 0
25 Fc1ccccc1-c1ccc2c(Nc3ccc(Cl)cc3)ncnc2c1 0.55 0.5051071821500523 0.8967932533507044 0.5051071821500523 0.8967932533507044 0
28 CNC(=O)c1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.56 0.5519400635180727 0.8842758948475483 0.5519400635180727 0.8842758948475483 0
25 Fc1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.56 0.5513328414826646 0.8962491016120322 0.5513328414826646 0.8962491016120322 0
25 Fc1ccc(Nc2ncnc3cc(-c4ccc(F)cc4)ccc23)cc1 0.52 0.5513328414826646 0.9012103239513366 0.5513328414826646 0.9012103239513366 0
25 Nc1ccc(Nc2ncnc3cc(Oc4ccccc4)ccc23)cc1 0.58 0.52897265155875 0.8936188393160163 0.52897265155875 0.8936188393160163 0
26 COc1ccccc1-c1ccc2c(Nc3ccc(F)cc3)ncnc2c1 0.53 0.552942917794335 0.8965967458850544 0.552942917794335 0.8965967458850544 0
